president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Donald Trump,All polls,1/5/2018,2/7/2017,2/9/2017,Gallup,B-,1500,a,.1389726,0,42,52,43.22,50.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49289,77304,2/10/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,2/7/2017,2/9/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1286049,0,52,48,47.30529,47.89227,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49278,77293,2/10/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,2/6/2017,2/10/2017,Ipsos,A-,1765,a,.2103522,0,46.7,47.6,46.85164,46.62082,"",T,http://polling.reuters.com/#poll/CP3_2/,49409,77582,3/1/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,2/7/2017,2/8/2017,Public Policy Polling,B+,712,rv,.8492657,0,43,53,42.16379,53.50037,"","",http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_21017.pdf,49287,77302,2/9/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,2/8/2017,2/10/2017,Gallup,B-,1500,a,.138439,0,41,53,42.22,51.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49283,77298,2/11/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,2/7/2017,2/11/2017,Ipsos,A-,1770,a,.2115457,0,46.7,47.5,46.85164,46.52082,"",T,http://polling.reuters.com/#poll/CP3_2/,49408,77581,3/1/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,2/6/2017,2/12/2017,SurveyMonkey,C-,9349,a,.3939924,0,46,53,44.15891,51.45781,"","",https://blog.electiontracking.surveymonkey.com/2017/02/13/trump-approval-february-6-12/,49281,77296,2/13/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,2/9/2017,2/11/2017,Gallup,B-,1500,a,.138026,0,40,55,41.22,53.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49285,77300,2/12/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,2/8/2017,2/12/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.0764825,0,52,48,47.30529,47.89227,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49284,77299,2/13/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,2/8/2017,2/12/2017,Ipsos,A-,1774,a,.2124819,0,46.3,48.4,46.45164,47.42082,"",T,http://polling.reuters.com/#poll/CP3_2/,49407,77580,3/1/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,2/9/2017,2/10/2017,Morning Consult,"",1791,rv,.5980691,0,49,45,45.13889,48.1742,"","",https://morningconsult.com/2017/02/15/poll-warren-wouldnt-beat-trump-2020-another-democrat/,49296,77311,2/11/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,2/7/2017,2/12/2017,Pew Research Center,B+,1503,a,1.801997,0,39,56,40.4786,53.55404,"","",http://www.people-press.org/2017/02/16/in-first-month-views-of-trump-are-already-strongly-felt-deeply-polarized/?utm_source=adaptivemailer&utm_medium=email&utm_campaign=17-02-15%20feb%20political&org=982&lvl=100&ite=819&lea=171698&ctr=0&par=1&trk=,49308,77323,2/13/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,2/9/2017,2/13/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.2272522,0,52,48,47.30529,47.89227,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49288,77303,2/14/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,2/9/2017,2/13/2017,Ipsos,A-,1813,a,.2174359,0,46.3,48.5,46.45164,47.52082,"",T,http://polling.reuters.com/#poll/CP3_2/,49406,77579,3/1/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,2/10/2017,2/12/2017,Gallup,B-,1500,a,.1377303,0,40,54,41.22,52.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49279,77294,2/13/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,2/10/2017,2/14/2017,Ipsos,A-,1777,a,.213169,0,45.3,50.6,45.45164,49.62082,"",T,http://polling.reuters.com/#poll/CP3_2/,49405,77578,3/1/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,2/11/2017,2/13/2017,Fox News,A,1013,rv,1.744742,0,48,47,46.84176,48.0569,"","",http://www.foxnews.com/politics/interactive/2017/02/14/fox-news-poll-february-14-2017/,49293,77308,2/14/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,2/11/2017,2/13/2017,Harris Interactive,C-,2148,rv,1.122441,0,48,52,44.84103,51.49402,"","",http://harvardharrispoll.com/wp-content/uploads/2017/02/Harvard-Harris-Topline-2.17.2017-Final.pdf,49369,77450,2/14/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,2/11/2017,2/13/2017,Gallup,B-,1500,a,.1374692,0,40,54,41.22,52.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49282,77297,2/14/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,2/11/2017,2/15/2017,Ipsos,A-,1766,a,.2115009,0,45.8,50.4,45.95164,49.42082,"",T,http://polling.reuters.com/#poll/CP3_2/,49404,77577,3/1/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,2/12/2017,2/14/2017,YouGov,B,1500,a,.7710854,0,43,47,43.65189,49.51404,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/5amsxmrtih/econToplines.pdf,49295,77310,2/15/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,2/12/2017,2/14/2017,Gallup,B-,1500,a,.137241,0,40,53,41.22,51.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49298,77314,2/15/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,2/12/2017,2/14/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1255821,0,53,47,48.30529,46.89227,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49294,77309,2/15/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,2/13/2017,2/15/2017,Gallup,B-,1500,a,.1370443,0,40,54,41.22,52.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49303,77319,2/16/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,2/13/2017,2/15/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1258135,0,55,45,50.30529,44.89227,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49302,77318,2/16/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,2/12/2017,2/16/2017,Ipsos,A-,1718,a,.2051995,0,45.9,50.2,46.05164,49.22082,"",T,http://polling.reuters.com/#poll/CP3_2/,49403,77576,3/1/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,2/13/2017,2/17/2017,Ipsos,A-,2512,a,.2992282,0,45.1,51.1,45.25164,50.12082,"",T,http://polling.reuters.com/#poll/CP3_2/,49402,77575,3/1/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,2/14/2017,2/16/2017,Gallup,B-,1500,a,.1368778,0,38,56,39.22,54.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49297,77313,2/17/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,2/13/2017,2/17/2017,SurveyMonkey,C-,9163,a,.3090312,0,45,53,43.15891,51.45781,"","",https://blog.electiontracking.surveymonkey.com/2017/02/17/trump-approval-february-13-17/,49306,77322,2/18/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,2/14/2017,2/16/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1258726,0,55,45,50.30529,44.89227,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49300,77316,2/17/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,2/14/2017,2/18/2017,Ipsos,A-,2334,a,.277959,0,44.3,52.1,44.45164,51.12082,"",T,http://polling.reuters.com/#poll/CP3_2/,49401,77574,3/1/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,2/13/2017,2/19/2017,SurveyMonkey,C-,11512,a,.3843976,0,43,54,41.15891,52.45781,"","",http://www.nbcnews.com/feature/data-points/poll-majority-americans-worried-about-war-feel-favorably-toward-nato-n723931,49314,77330,2/20/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,2/15/2017,2/17/2017,Gallup,B-,1500,a,.1367406,0,40,55,41.22,53.18134,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49301,77317,2/18/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,2/15/2017,2/19/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.075378,0,51,49,46.30529,48.89227,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49305,77321,2/20/2017,23:37:18  5 Jan 2018
Donald Trump,All polls,1/5/2018,2/15/2017,2/19/2017,Ipsos,A-,2291,a,.2733268,0,45.3,50.5,45.45164,49.52082,"",T,http://polling.reuters.com/#poll/CP3_2/,49400,77573,3/1/2017,23:37:18  5 Jan 2018
