date,position,city,state,endorser,endorsee,endorser party,source,order,category,body,district,points
,DNC member,,KY,Ben Self,,D,,,DNC members,,,1
,DNC member,,KY,Charlotte Lundergan,,D,,,DNC members,,,1
,DNC member,,KY,Susanna French,,D,,,DNC members,,,1
,DNC member,,KY,Cassie Chambers Armstrong,,D,,,DNC members,,,1
,DNC member,,KS,Christopher T. Reeves,,D,,,DNC members,,,1
,DNC member,,KS,Teresa Garcia Krusor,,D,,,DNC members,,,1
,DNC member,,KS,Brandon Johnson,,D,,,DNC members,,,1
,DNC member,,KS,Vicki Hiatt,,D,,,DNC members,,,1
,DNC member,,IN,John C. Zody,,D,,,DNC members,,,1
,DNC member,,IN,S. Anthony Long,,D,,,DNC members,,,1
,DNC member,,IN,Cordelia M. Lewis-Burks,,D,,,DNC members,,,1
,DNC member,,IN,Cindy S. Henry,,D,,,DNC members,,,1
,DNC member,,IN,David a Frye,,D,,,DNC members,,,1
,DNC member,,IL,Karen A. Yarbrough,,D,,,DNC members,,,1
,DNC member,,IL,Becky Strezchowski,,D,,,DNC members,,,1
,DNC member,,IL,Carol Ronen,,D,,,DNC members,,,1
,DNC member,,IL,Jayne Mazzotti,,D,,,DNC members,,,1
,DNC member,,IL,Iris Y. Martinez,,D,,,DNC members,,,1
,DNC member,,IL,Victoria R. Koffsky,,D,,,DNC members,,,1
,DNC member,,IL,Daniel W. Hynes,,D,,,DNC members,,,1
,DNC member,,IL,John J. Cullerton,,D,,,DNC members,,,1
,DNC member,,IL,Jerry F. Costello,,D,,,DNC members,,,1
,DNC member,,IL,Carrie Austin,,D,,,DNC members,,,1
,DNC member,,ID,Jerry C. Shriner,,D,,,DNC members,,,1
,DNC member,,ID,Jesse Maldonado,,D,,,DNC members,,,1
,DNC member,,ID,Paulette Jordan,,D,,,DNC members,,,1
,DNC member,,ID,Susan S. Eastlake,,D,,,DNC members,,,1
,DNC member,,ID,Evangeline M. Beechler,,D,,,DNC members,,,1
,DNC member,,IA,Troy M. Price,,D,,,DNC members,,,1
,DNC member,,IA,Andrea Phillips,,D,,,DNC members,,,1
,DNC member,,IA,Sandy Opstvedt,,D,,,DNC members,,,1
,DNC member,,IA,Scott M. Brennan,,D,,,DNC members,,,1
,DNC member,,IA,Jan M. Bauer,,D,,,DNC members,,,1
,DNC member,,HI,Kathleen G. Stanley,,D,,,DNC members,,,1
,DNC member,,HI,Keali'i Lopez,,D,,,DNC members,,,1
,DNC member,,HI,Gary Hooser,,D,,,DNC members,,,1
,DNC member,,HI,Bart E. Dame,,D,,,DNC members,,,1
,DNC member,,GU,Taling Taitano,,D,,,DNC members,,,1
,DNC member,,GU,Rory Respicio,,D,,,DNC members,,,1
,DNC member,,GU,Regine Biscoe Lee,,D,,,DNC members,,,1
,DNC member,,GU,Jon Junior Calvo,,D,,,DNC members,,,1
,DNC member,,GA,Nikema Williams,,D,,,DNC members,,,1
,DNC member,,GA,Ted Terry,,D,,,DNC members,,,1
,DNC member,,GA,Pamela Stephenson,,D,,,DNC members,,,1
,DNC member,,GA,Sally S. Rosser,,D,,,DNC members,,,1
,DNC member,,GA,Richard A. Ray,,D,,,DNC members,,,1
,DNC member,,GA,Sheikh M. Rahman,,D,,,DNC members,,,1
,DNC member,,GA,Daniel J. Halpern,,D,,,DNC members,,,1
,DNC member,,GA,Louis Elrod,,D,,,DNC members,,,1
,DNC member,,GA,Wendy Davis,,D,,,DNC members,,,1
,DNC member,,FL,Craig Smith,,D,,,DNC members,,,1
,DNC member,,FL,Casmore Shaw,,D,,,DNC members,,,1
,DNC member,,FL,Terrie Lorraine Rizzo,,D,,,DNC members,,,1
,DNC member,,FL,John A. Ramos,,D,,,DNC members,,,1
,DNC member,,FL,Judy C. Mount,,D,,,DNC members,,,1
,DNC member,,FL,Maureen A. McKenna,,D,,,DNC members,,,1
,DNC member,,FL,Shawn W. Kinsey,,D,,,DNC members,,,1
,DNC member,,FL,Alma R. Gonzalez,,D,,,DNC members,,,1
,DNC member,,FL,Ken N. Evans,,D,,,DNC members,,,1
,DNC member,,FL,Alan R. Clendenin,,D,,,DNC members,,,1
,DNC member,,FL,Briana L. Cartwright,,D,,,DNC members,,,1
,DNC member,,FL,Grace Carrington,,D,,,DNC members,,,1
,DNC member,,FL,Cynthia M. Busch,,D,,,DNC members,,,1
,DNC member,,FL,Dwight Bullard,,D,,,DNC members,,,1
,DNC member,,FL,Nikki Ford Barnes,,D,,,DNC members,,,1
,DNC member,,DE,Erik Raser-Schramm,,D,,,DNC members,,,1
,DNC member,,DE,Elizabeth D. Maron,,D,,,DNC members,,,1
,DNC member,,DE,Valerie Longhurst,,D,,,DNC members,,,1
,DNC member,,DE,Kerri Evelyn Harris,,D,,,DNC members,,,1
,DNC member,,DE,Sean Finnigan,,D,,,DNC members,,,1
,DNC member,,DC,Charles E. Wilson,,D,,,DNC members,,,1
,DNC member,,DC,Rick C. Wade,,D,,,DNC members,,,1
,DNC member,,DC,Lee A. Saunders,,D,,,DNC members,,,1
,DNC member,,DC,Steve Regenstreif,,D,,,DNC members,,,1
,DNC member,,DC,Carrie Pugh,,D,,,DNC members,,,1
,DNC member,,DC,Carol J. Pensky,,D,,,DNC members,,,1
,DNC member,,DC,Minyon Moore,,D,,,DNC members,,,1
,DNC member,,DC,Silvia J. Martinez,,D,,,DNC members,,,1
,DNC member,,DC,Claire Lucas,,D,,,DNC members,,,1
,DNC member,,DC,Harold Ickes,,D,,,DNC members,,,1
,DNC member,,DC,Keith Michael Harper,,D,,,DNC members,,,1
,DNC member,,DC,Linda L. Gray,,D,,,DNC members,,,1
,DNC member,,DC,Lily L. Eskelsen Garcia,,D,,,DNC members,,,1
,DNC member,,DC,Earl D. Fowlkes Jr.,,D,,,DNC members,,,1
,DNC member,,DC,Jack Evans,,D,,,DNC members,,,1
,DNC member,,DC,Joanne Dowdell,,D,,,DNC members,,,1
,DNC member,,DC,Leah Daughtry,,D,,,DNC members,,,1
,DNC member,,DC,J. David Cox,,D,,,DNC members,,,1
,DNC member,,DC,Alexandra Chalupa,,D,,,DNC members,,,1
,DNC member,,DC,Maria Cardona,,D,,,DNC members,,,1
,DNC member,,DC,Roxanne D. Brown,,D,,,DNC members,,,1
,DNC member,,DC,Calla R. Brown,,D,,,DNC members,,,1
,DNC member,,DC,Anita D. Bonds,,D,,,DNC members,,,1
,DNC member,,DC,James Joseph Boland,,D,,,DNC members,,,1
,DNC member,,DA,Orlando E. Vidal,,D,,,DNC members,,,1
,DNC member,,DA,Kenneth E. Sherman,,D,,,DNC members,,,1
,DNC member,,DA,Alex Montgomery,,D,,,DNC members,,,1
,DNC member,,DA,Martha McDevitt-Pugh,,D,,,DNC members,,,1
,DNC member,,DA,Adrianne R. George,,D,,,DNC members,,,1
,DNC member,,DA,John A. Eastwood,,D,,,DNC members,,,1
,DNC member,,DA,Julia Bryan,,D,,,DNC members,,,1
,DNC member,,DA,Connie Borde,,D,,,DNC members,,,1
,DNC member,,CT,Nancy Wyman,,D,,,DNC members,,,1
,DNC member,,CT,Erick Russell,,D,,,DNC members,,,1
,DNC member,,CT,John W. Olsen,,D,,,DNC members,,,1
,DNC member,,CT,Nancy DiNardo,,D,,,DNC members,,,1
,DNC member,,CO,Terry L. Tucker,,D,,,DNC members,,,1
,DNC member,,CO,Jeri D. Shepherd,,D,,,DNC members,,,1
,DNC member,,CO,Michael F. Hamrick,,D,,,DNC members,,,1
,DNC member,,CO,Howard Chou,,D,,,DNC members,,,1
,DNC member,,CO,Morgan Carroll,,D,,,DNC members,,,1
,DNC member,,CA,Laurence S. Zakson,,D,,,DNC members,,,1
,DNC member,,CA,Rosalind Wyman,,D,,,DNC members,,,1
,DNC member,,CA,Amy Elaine Wakeland,,D,,,DNC members,,,1
,DNC member,,CA,Keith Umemoto,,D,,,DNC members,,,1
,DNC member,,CA,Garry S. Shay,,D,,,DNC members,,,1
,DNC member,,CA,Alexandra Gallardo Rooker,,D,,,DNC members,,,1
,DNC member,,CA,Rion J. Ramirez,,D,,,DNC members,,,1
,DNC member,,CA,Melahat Rafiei,,D,,,DNC members,,,1
,DNC member,,CA,John A. Perez,,D,,,DNC members,,,1
,DNC member,,CA,Christine Pelosi,,D,,,DNC members,,,1
,DNC member,,CA,Kerman Maddox,,D,,,DNC members,,,1
,DNC member,,CA,Sandra M. Lowe,,D,,,DNC members,,,1
,DNC member,,CA,Otto O. Lee,,D,,,DNC members,,,1
,DNC member,,CA,Andrew Lachman,,D,,,DNC members,,,1
,DNC member,,CA,Michael Kapp,,D,,,DNC members,,,1
,DNC member,,CA,Lorna M. Johnson,,D,,,DNC members,,,1
,DNC member,,CA,Aleita J. Huguenin,,D,,,DNC members,,,1
,DNC member,,CA,Alice A. Huffman,,D,,,DNC members,,,1
,DNC member,,CA,Maria Echaveste,,D,,,DNC members,,,1
,DNC member,,CA,Mary Ellen Early,,D,,,DNC members,,,1
,DNC member,,CA,Jesse L. Durfee,,D,,,DNC members,,,1
,DNC member,,CA,Becca Doten,,D,,,DNC members,,,1
,DNC member,,CA,Steven K. Alari,,D,,,DNC members,,,1
,DNC member,,AZ,Sierra Yamanaka,,D,,,DNC members,,,1
,DNC member,,AZ,Felecia Rotellini,,D,,,DNC members,,,1
,DNC member,,AZ,Ellie Perez,,D,,,DNC members,,,1
,DNC member,,AZ,Luis Alberto Heredia,,D,,,DNC members,,,1
,DNC member,,AZ,William Patrick Burns,,D,,,DNC members,,,1
,DNC member,,AZ,Douglas Ballard,,D,,,DNC members,,,1
,DNC member,,AS,Minnie Tuia,,D,,,DNC members,,,1
,DNC member,,AS,Aliitama Soto'a,,D,,,DNC members,,,1
,DNC member,,AS,Petti Matila,,D,,,DNC members,,,1
,DNC member,,AS,Fagafaga D. Langkilde,,D,,,DNC members,,,1
,DNC member,,AR,Kasey Summerville,,D,,,DNC members,,,1
,DNC member,,AR,Lottie Shackelford,,D,,,DNC members,,,1
,DNC member,,AR,Dustin McDaniel,,D,,,DNC members,,,1
,DNC member,,AR,Nicole Hart,,D,,,DNC members,,,1
,DNC member,,AR,Michael John Gray,,D,,,DNC members,,,1
,DNC member,,AL,Nancy L. Worley,,D,,,DNC members,,,1
,DNC member,,AL,Calvin Wilborn,,D,,,DNC members,,,1
,DNC member,,AL,Charlie Lethate Staten,,D,,,DNC members,,,1
,DNC member,,AL,Janet May,,D,,,DNC members,,,1
,DNC member,,AL,Unzell Kelley,,D,,,DNC members,,,1
,DNC member,,AL,Randy B. Kelley,,D,,,DNC members,,,1
,DNC member,,AL,Clinton M. Daughtrey,,D,,,DNC members,,,1
,DNC member,,AK,Edward Wesley,,D,,,DNC members,,,1
,DNC member,,AK,Casey Steinau,,D,,,DNC members,,,1
,DNC member,,AK,Sheila A. Selkregg,,D,,,DNC members,,,1
,DNC member,,AK,Chuck Degnan,,D,,,DNC members,,,1
,public auditor,,GU,Benjamin Cruz,,D,,243,Statewide officeholders,,,2
,lieutenant governor,,VI,Tregenza Roach,,D,,242,Statewide officeholders,,,2
,lieutenant governor,,AS,Lemanu Palepoi S. Mauga,,D,,241,Statewide officeholders,,,2
,attorney general,,MP,Edward Manibusan,,,,239,Statewide officeholders,,,2
,lieutenant governor,,GU,Joshua Tenorio,,D,,238,Statewide officeholders,,,2
,attorney general,,GU,Leevin T. Camacho,,,,237,Statewide officeholders,,,2
,superintendent of public instruction,,WI,Carolyn Stanford Taylor,,D,,231,Statewide officeholders,,,2
,attorney general,,WI,Josh Kaul,,D,,230,Statewide officeholders,,,2
,state treasurer,,WI,Sarah Godlewski,,D,,229,Statewide officeholders,,,2
,secretary of state,,WI,Doug La Follette,,D,,228,Statewide officeholders,,,2
,lieutenant governor,,WI,Mandela Barnes,,D,,227,Statewide officeholders,,,2
,state treasurer,,WV,John Perdue,,D,,224,Statewide officeholders,,,2
,superintendent of public instruction,,WA,Chris Reykdal,,D,,221,Statewide officeholders,,,2
,commissioner of public lands,,WA,Hilary Franz,,D,,220,Statewide officeholders,,,2
,insurance commissioner,,WA,Mike Kreidler,,D,,219,Statewide officeholders,,,2
,state auditor,,WA,Pat McCarthy,,D,,218,Statewide officeholders,,,2
,lieutenant governor,,WA,Cyrus Habib,,D,,214,Statewide officeholders,,,2
,attorney general,,VA,Mark Herring,,D,,213,Statewide officeholders,,,2
,lieutenant governor,,VA,Justin Fairfax,,D,,212,Statewide officeholders,,,2
,state auditor,,VT,Doug Hoffer,,D,,211,Statewide officeholders,,,2
,state treasurer,,VT,Beth Pearce,,D,,210,Statewide officeholders,,,2
,attorney general,,VT,T.J. Donovan,,D,,209,Statewide officeholders,,,2
,secretary of state,,VT,Jim Condos,,D,,208,Statewide officeholders,,,2
,general treasurer,,RI,Seth Magaziner,,D,,184,Statewide officeholders,,,2
,attorney general,,RI,Peter Neronha,,D,,183,Statewide officeholders,,,2
,secretary of state,,RI,Nellie Gorbea,,D,,182,Statewide officeholders,,,2
,lieutenant governor,,RI,Dan McKee,,D,,181,Statewide officeholders,,,2
,auditor general,,PA,Eugene DePasquale,,D,,180,Statewide officeholders,,,2
,state treasurer,,PA,Joe Torsella,,D,,179,Statewide officeholders,,,2
,attorney general,,PA,Josh Shapiro,,D,,178,Statewide officeholders,,,2
,lieutenant governor,,PA,John Fetterman,,D,,177,Statewide officeholders,,,2
,commissioner of labor and industries,,OR,Val Hoyle,,D,,176,Statewide officeholders,,,2
,state treasurer,,OR,Tobias Read,,D,,175,Statewide officeholders,,,2
,attorney general,,OR,Ellen Rosenblum,,D,,174,Statewide officeholders,,,2
,state auditor,,NC,Beth Wood,,D,,148,Statewide officeholders,,,2
,attorney general,,NC,Josh Stein,,D,,146,Statewide officeholders,,,2
,secretary of state,,NC,Elaine Marshall,,D,,145,Statewide officeholders,,,2
,state comptroller,,NY,Thomas DiNapoli,,D,,143,Statewide officeholders,,,2
,attorney general,,NY,Letitia James,,D,,142,Statewide officeholders,,,2
,lieutenant governor,,NY,Kathy Hochul,,D,,141,Statewide officeholders,,,2
,commissioner of public lands,,NM,Stephanie Garcia Richard,,D,,140,Statewide officeholders,,,2
,state auditor,,NM,Brian Colón,,D,,139,Statewide officeholders,,,2
,state treasurer,,NM,Tim Eichenberg,,D,,138,Statewide officeholders,,,2
,attorney general,,NM,Hector Balderas,,D,,137,Statewide officeholders,,,2
,secretary of state,,NM,Maggie Toulouse Oliver,,D,,136,Statewide officeholders,,,2
,lieutenant governor,,NM,Howie Morales,,D,,135,Statewide officeholders,,,2
,state treasurer,,NV,Zach Conine,,D,,132,Statewide officeholders,,,2
,attorney general,,NV,Aaron Ford,,D,,131,Statewide officeholders,,,2
,lieutenant governor,,NV,Kate Marshall,,D,,129,Statewide officeholders,,,2
,lieutenant governor,,MT,Mike Cooney,,D,,119,Statewide officeholders,,,2
,state auditor,,MO,Nicole Galloway,,D,,118,Statewide officeholders,,,2
,attorney general,,MS,Jim Hood,,D,,109,Statewide officeholders,,,2
,attorney general,,MN,Keith Ellison,,D,,105,Statewide officeholders,,,2
,secretary of state,,MN,Steve Simon,,D,,104,Statewide officeholders,,,2
,attorney general,,MI,Dana Nessel,,D,,102,Statewide officeholders,,,2
,secretary of state,,MI,Jocelyn Benson,,D,,101,Statewide officeholders,,,2
,lieutenant governor,,MI,Garlin Gilchrist,,D,,100,Statewide officeholders,,,2
,state auditor,,MA,Suzanne Bump,,D,,99,Statewide officeholders,,,2
,state treasurer and receiver-general,,MA,Deborah Goldberg,,D,,98,Statewide officeholders,,,2
,attorney general,,MA,Maura Healey,,D,,97,Statewide officeholders,,,2
,secretary of the commonwealth,,MA,Bill Galvin,,D,,96,Statewide officeholders,,,2
,state comptroller,,MD,Peter Franchot,,D,,94,Statewide officeholders,,,2
,attorney general,,MD,Brian Frosh,,D,,93,Statewide officeholders,,,2
,attorney general,,KY,Andy Beshear,,D,,82,Statewide officeholders,,,2
,secretary of state,,KY,Alison Lundergan-Grimes,,D,,81,Statewide officeholders,,,2
,lieutenant governor,,KS,Lynn Rogers,,D,,75,Statewide officeholders,,,2
,state auditor,,IA,Rob Sand,,D,,73,Statewide officeholders,,,2
,state treasurer,,IA,Michael Fitzgerald,,D,,72,Statewide officeholders,,,2
,state comptroller,,IL,Susana Mendoza,,D,,62,Statewide officeholders,,,2
,state treasurer,,IL,Mike Frerichs,,D,,61,Statewide officeholders,,,2
,attorney general,,IL,Kwame Raoul,,D,,60,Statewide officeholders,,,2
,secretary of state,,IL,Jesse White,,D,,59,Statewide officeholders,,,2
,lieutenant governor,,IL,Juliana Stratton,,D,,58,Statewide officeholders,,,2
,lieutenant governor,,HI,Josh Green,,D,,51,Statewide officeholders,,,2
,commissioner of agriculture and consumer services,,FL,Nikki Fried,,D,,43,Statewide officeholders,,,2
,commissioner of insurance,,DE,Trinidad Navarro,,D,,39,Statewide officeholders,,,2
,auditor of accounts,,DE,Kathleen McGuiness,,D,,38,Statewide officeholders,,,2
,state treasurer,,DE,Colleen Davis,,D,,37,Statewide officeholders,,,2
,lieutenant governor,,DE,Bethany Hall-Long,,D,,35,Statewide officeholders,,,2
,state comptroller,,CT,Kevin Lembo,,D,,34,Statewide officeholders,,,2
,attorney general,,CT,William Tong,,D,,33,Statewide officeholders,,,2
,state treasurer,,CT,Shawn Wooden,,D,,32,Statewide officeholders,,,2
,secretary of state,,CT,Denise Merrill,,D,,31,Statewide officeholders,,,2
,lieutenant governor,,CT,Susan Bysiewicz,,D,,30,Statewide officeholders,,,2
,state treasurer,,CO,Dave Young,,D,,29,Statewide officeholders,,,2
,attorney general,,CO,Phil Weiser,,D,,28,Statewide officeholders,,,2
,secretary of state,,CO,Jena Griswold,,D,,27,Statewide officeholders,,,2
,lieutenant governor,,CO,Dianne Primavera,,D,,26,Statewide officeholders,,,2
,state controller,,CA,Betty Yee,,D,,23,Statewide officeholders,,,2
,attorney general,,CA,Xavier Becerra,,D,,21,Statewide officeholders,,,2
,superintendent of public instruction,,AZ,Kathy Hoffman,,D,,11,Statewide officeholders,,,2
,secretary of state,,AZ,Katie Hobbs,,D,,8,Statewide officeholders,,,2
,minority leader,,WY,Chris Rothfuss,,D,,,State legislative leaders,Senate,,2
,minority leader,,WY,Cathy Connolly,,D,,,State legislative leaders,House,,2
,minority leader,,WV,Roman Prezioso,,D,,,State legislative leaders,Senate,,2
,minority leader,,WV,Tim Miley,,D,,,State legislative leaders,House,,2
,minority leader,,WI,Jennifer Shilling,,D,,,State legislative leaders,Senate,,2
,minority leader,,WI,Gordon Hintz,,D,,,State legislative leaders,House,,2
,president pro tem,,WA,Karen Keiser,,D,,,State legislative leaders,Senate,,2
,speaker,,WA,Frank Chopp,,D,,,State legislative leaders,House,,2
,speaker,,VT,Mitzi Johnson,,D,,,State legislative leaders,House,,2
,president pro tem,,VT,Tim Ashe,,D,,,State legislative leaders,Senate,,2
,president,,VI,Kenneth L. Gittens,,D,,,State legislative leaders,Legislature,,2
,minority leader,,VA,Richard Saslaw,,D,,,State legislative leaders,Senate,,2
,minority leader,,VA,Eileen Filler-Corn,,D,,,State legislative leaders,House,,2
,minority leader,,UT,Karen Mayne,,D,,,State legislative leaders,Senate,,2
,minority leader,,UT,Brian King,,D,,,State legislative leaders,House,,2
,president pro tem,,TX,Kirk Watson,,D,,,State legislative leaders,Senate,,2
,minority leader,,TN,Jeff Yarbro,,D,,,State legislative leaders,Senate,,2
,minority leader,,TN,Karen Camper,,D,,,State legislative leaders,House,,2
,minority leader,,SD,Jamie Smith,,D,,,State legislative leaders,House,,2
,minority leader,,SD,Troy Heinert,,D,,,State legislative leaders,Senate,,2
,minority leader,,SC,Nikki Setzler,,D,,,State legislative leaders,Senate,,2
,minority leader,,SC,J. Todd Rutherford,,D,,,State legislative leaders,House,,2
,president,,RI,Dominick Ruggerio,,D,,,State legislative leaders,Senate,,2
,speaker,,RI,Nicholas Mattiello,,D,,,State legislative leaders,House,,2
,president,,PR,Thomas Rivera Schatz,,NPP,,,State legislative leaders,Senate,,2
,speaker,,PR,Carlos Johnny Méndez,,NPP,,,State legislative leaders,House,,2
,minority leader,,PA,Frank Dermody,,D,,,State legislative leaders,House,,2
,minority leader,,PA,Jay Costa,,D,,,State legislative leaders,Senate,,2
,speaker,,OR,Tina Kotek,,D,,,State legislative leaders,House,,2
,president,,OR,Peter Courtney,,D,,,State legislative leaders,Senate,,2
,minority leader,,OK,Emily Virgin,,D,,,State legislative leaders,House,,2
,minority leader,,OK,Kay Floyd,,D,,,State legislative leaders,Senate,,2
,minority leader,,OH,Kenny Yuko,,D,,,State legislative leaders,Senate,,2
,minority leader,,OH,Emilia Sykes,,D,,,State legislative leaders,House,,2
,president,,NY,Andrea Stewart-Cousins,,D,,,State legislative leaders,Senate,,2
,speaker,,NY,Carl Heastie,,D,,,State legislative leaders,House,,2
,speaker,,NV,Jason Frierson,,D,,,State legislative leaders,House,,2
,president pro tem,,NV,Mo Denis,,D,,,State legislative leaders,Senate,,2
,president pro tem,,NM,Mary Kay Papen,,D,,,State legislative leaders,Senate,,2
,speaker,,NM,Brian Egolf,,D,,,State legislative leaders,House,,2
,president,,NH,Donna Soucy,,D,,,State legislative leaders,Senate,,2
,speaker,,NH,Steve Shurtleff,,D,,,State legislative leaders,House,,2
,Executive Board chairman,,NE,Tony Vargas,,D,,,State legislative leaders,Legislature,,2
,Executive Board member,,NE,Kate Bolz,,D,,,State legislative leaders,Legislature,,2
,minority leader,,ND,Joan Heckaman,,D,,,State legislative leaders,Senate,,2
,minority leader,,ND,Josh Boschee,,D,,,State legislative leaders,House,,2
,minority leader,,NC,Darren Jackson,,D,,,State legislative leaders,House,,2
,minority leader,,NC,Dan Blue,,D,,,State legislative leaders,Senate,,2
,minority leader,,MT,Jon Sesso,,D,,,State legislative leaders,Senate,,2
,minority leader,,MT,Casey Schreiner,,D,,,State legislative leaders,House,,2
,Democratic caucus chairman,,MS,Derrick T. Simmons,,D,,,State legislative leaders,Senate,,2
,minority leader,,MS,David Baria,,D,,,State legislative leaders,House,,2
,minority leader,,MO,Gina Walsh,,D,,,State legislative leaders,Senate,,2
,minority leader,,MO,Crystal Quade,,D,,,State legislative leaders,House,,2
,minority leader,,MN,Tom Bakk,,D,,,State legislative leaders,Senate,,2
,minority leader,,MI,Christine Greig,,D,,,State legislative leaders,House,,2
,minority leader,,MI,Jim Ananich,,D,,,State legislative leaders,Senate,,2
,president,,ME,Troy Jackson,,D,,,State legislative leaders,Senate,,2
,speaker,,ME,Sara Gideon,,D,,,State legislative leaders,House,,2
,president,,MD,Mike Miller,,D,,,State legislative leaders,Senate,,2
,speaker,,MD,Adrienne Jones,,D,,,State legislative leaders,House,,2
,speaker,,MA,Robert DeLeo,,D,,,State legislative leaders,House,,2
,speaker pro tem,,LA,Walt Leger III,,D,,,State legislative leaders,House,,2
,Democratic caucus chairman,,LA,Troy Carter Sr.,,D,,,State legislative leaders,Senate,,2
,minority floor leader,,KY,Morgan McGarvey,,D,,,State legislative leaders,Senate,,2
,minority floor leader,,KY,Rocky Adkins,,D,,,State legislative leaders,House,,2
,minority leader,,KS,Tom Sawyer,,D,,,State legislative leaders,House,,2
,minority leader,,KS,Anthony Hensley,,D,,,State legislative leaders,Senate,,2
,minority leader,,IN,Tim Lanane,,D,,,State legislative leaders,Senate,,2
,minority leader,,IN,Phil Giaquinta,,D,,,State legislative leaders,House,,2
,speaker,,IL,Michael Madigan,,D,,,State legislative leaders,House,,2
,president,,IL,John Cullerton,,D,,,State legislative leaders,Senate,,2
,minority leader,,ID,Michelle Stennett,,D,,,State legislative leaders,Senate,,2
,minority leader,,ID,Mathew Erpelding,,D,,,State legislative leaders,House,,2
,minority leader,,IA,Todd Prichard,,D,,,State legislative leaders,House,,2
,minority leader,,IA,Janet Petersen,,D,,,State legislative leaders,Senate,,2
,speaker,,HI,Scott Saiki,,D,,,State legislative leaders,House,,2
,president,,HI,Ron Kouchi,,D,,,State legislative leaders,Senate,,2
,speaker,,GU,Tina Muña Barnes,,D,,,State legislative leaders,Legislature,,2
,minority leader,,GA,Robert Trammell,,D,,,State legislative leaders,House,,2
,minority leader,,GA,Steve Henson,,D,,,State legislative leaders,Senate,,2
,minority leader,,FL,Kionne McGhee,,D,,,State legislative leaders,House,,2
,minority leader,,FL,Audrey Gibson,,D,,,State legislative leaders,Senate,,2
,speaker,,DE,Peter Schwartzkopf,,D,,,State legislative leaders,House,,2
,president pro tem,,DE,David McBride,,D,,,State legislative leaders,Senate,,2
,chairman,,DC,Phil Mendelson,,D,,,State legislative leaders,Council,,2
,president pro tem,,CT,Martin Looney,,D,,,State legislative leaders,Senate,,2
,speaker,,CT,Joe Aresimowicz,,D,,,State legislative leaders,House,,2
,president,,CO,Leroy Garcia,,D,,,State legislative leaders,Senate,,2
,speaker,,CO,KC Becker,,D,,,State legislative leaders,House,,2
,speaker,,CA,Anthony Rendon,,D,,,State legislative leaders,House,,2
,minority leader,,AZ,Charlene Fernandez,,D,,,State legislative leaders,House,,2
,minority leader,,AZ,David Bradley,,D,,,State legislative leaders,Senate,,2
,president,,AS,Gaoteote P. Tofau,,"",,,State legislative leaders,Senate,,2
,minority leader,,AR,Keith Ingram,,D,,,State legislative leaders,Senate,,2
,minority leader,,AR,Charles Blake,,D,,,State legislative leaders,House,,2
,minority leader,,AL,Bobby Singleton,,D,,,State legislative leaders,Senate,,2
,minority leader,,AL,Anthony Daniels,,D,,,State legislative leaders,House,,2
,speaker,,AK,Bryce Edgmon,,I,,,State legislative leaders,House,,2
,minority leader,,AK,Tom Begich,,D,,,State legislative leaders,Senate,,2
,representative,,WI,Gwen Moore,,D,,,Representatives,,4,3
,representative,,WI,Ron Kind,,D,,,Representatives,,3,3
,representative,,WI,Mark Pocan,,D,,,Representatives,,2,3
,representative,,WA,Denny Heck,,D,,,Representatives,,10,3
,representative,,WA,Adam Smith,,D,,,Representatives,,9,3
,representative,,WA,Kim Schrier,,D,,,Representatives,,8,3
,representative,,WA,Pramila Jayapal,,D,,,Representatives,,7,3
,representative,,WA,Derek Kilmer,,D,,,Representatives,,6,3
,representative,,WA,Suzan DelBene,,D,,,Representatives,,1,3
,delegate,,VI,Stacey E. Plaskett,,D,,,Representatives,,0,3
,representative,,VA,Gerald E. Connolly,,D,,,Representatives,,11,3
,representative,,VA,Jennifer Wexton,,D,,,Representatives,,10,3
,representative,,VA,Abigail Spanberger,,D,,,Representatives,,7,3
,representative,,VA,Robert C. Scott,,D,,,Representatives,,3,3
,representative,,VA,Elaine Luria,,D,,,Representatives,,2,3
,representative,,UT,Ben McAdams,,D,,,Representatives,,4,3
,representative,,TX,Lloyd Doggett,,D,,,Representatives,,35,3
,representative,,TX,Marc Veasey,,D,,,Representatives,,33,3
,representative,,TX,Eddie Bernice Johnson,,D,,,Representatives,,30,3
,representative,,TX,Sylvia R. Garcia,,D,,,Representatives,,29,3
,representative,,TX,Henry Cuellar,,D,,,Representatives,,28,3
,representative,,TX,Sheila Jackson Lee,,D,,,Representatives,,18,3
,representative,,TX,Al Green,,D,,,Representatives,,9,3
,representative,,TX,Lizzie Pannill Fletcher,,D,,,Representatives,,7,3
,representative,,TN,Steve Cohen,,D,,,Representatives,,9,3
,representative,,TN,Jim Cooper,,D,,,Representatives,,5,3
,representative,,SC,Joe Cunningham,,D,,,Representatives,,1,3
,representative,,RI,Jim Langevin,,D,,,Representatives,,2,3
,representative,,RI,David Cicilline,,D,,,Representatives,,1,3
,representative,,PA,Mike Doyle,,D,,,Representatives,,18,3
,representative,,PA,Conor Lamb,,D,,,Representatives,,17,3
,representative,,PA,Susan Wild,,D,,,Representatives,,7,3
,representative,,PA,Chrissy Houlahan,,D,,,Representatives,,6,3
,representative,,PA,Mary Gay Scanlon,,D,,,Representatives,,5,3
,representative,,PA,Madeleine Dean,,D,,,Representatives,,4,3
